Airport_ID,Name,Type,IATA
3064,Mbuji Mayi Airport,medium_airport,MJM
31521,Gandajika Airport,small_airport,GDJ
31726,Tunta Airport,small_airport,KBN
30633,Akieni Airport,small_airport,AKE
35322,Gamba Airport,small_airport,GAX
17573,Gabbs Airport,small_airport,GAB
3066,Modibo Keita International Airport,large_airport,BKO
31555,Goundam Airport,small_airport,GUD
3067,Gao Airport,medium_airport,GAQ
31765,Kenieba Airport,small_airport,KNZ
31783,Koutiala Airport,small_airport,KTX
3068,Kayes Dag Dag Airport,medium_airport,KYS
3069,Mopti Airport,medium_airport,MZI
32046,Nara Airport,small_airport,NRM
32031,Nioro du Sahel Airport,small_airport,NIX
31778,Sikasso Airport,small_airport,KSS
3071,Timbuktu Airport,medium_airport,TOM
31034,Yélimané Airport,small_airport,EYL
307735,Guasopa Airport,small_airport,GAZ
307572,Hoy/Longhope Airfield,closed,HOY
30935,Dornoch Airfield,small_airport,DOC
31147,Flotta Isle Airport,small_airport,FLH
31199,Foula Airfield,small_airport,FOA
35156,Outer Skerries Airport,medium_airport,OUK
319712,Garbaharey Airport,small_airport,GBM
3076,Banjul International Airport,medium_airport,BJL
3077,Fuerteventura Airport,medium_airport,FUE
3078,La Gomera Airport,small_airport,GMZ
3079,Hierro Airport,medium_airport,VDE
3080,La Palma Airport,large_airport,SPC
3081,Gran Canaria Airport,large_airport,LPA
3082,Lanzarote Airport,medium_airport,ACE
3083,Tenerife South Airport,large_airport,TFS
309152,Gravatai Airport,small_airport,GCV
3084,Tenerife Norte Airport,large_airport,TFN
330395,Gounda Airport,closed,GDA
35151,Ceuta Heliport,heliport,JCU
3093,Melilla Airport,medium_airport,MLN
309161,Gewoia Airport,small_airport,GEW
30799,Sherbro International Airport,medium_airport,BTE
31728,Bo Airport,medium_airport,KBS
17594,Pope Field,small_airport,GFD
31517,Gbangbatok Airport,small_airport,GBK
31525,Hastings Airport,small_airport,HGS
31721,Kabala Airport,small_airport,KBA
31741,Kenema Airport,medium_airport,KEN
3095,Lungi International Airport,large_airport,FNA
32689,Yengema Airport,medium_airport,WYE
3097,Osvaldo Vieira International Airport,medium_airport,OXB
309162,Garachiné Airport,small_airport,GHE
35284,Akunaq Heliport,heliport,QCU
31533,Buchanan Airport,small_airport,UCN
30844,Cape Palmas Airport,small_airport,CPA
32335,Greenville Sinoe Airport,small_airport,SNI
3098,Spriggs Payne Airport,medium_airport,MLW
32028,Nimba Airport,small_airport,NIA
309179,Gulgubip Airport,small_airport,GLP
3099,Roberts International Airport,large_airport,ROB
43203,Sasstown Airport,small_airport,SAZ
32443,Tchien Airport,small_airport,THC
32590,Voinjama Airport,small_airport,VOI
3101,Al Massira Airport,medium_airport,AGA
3102,Tan Tan Airport,medium_airport,TTA
30573,Zagora Airport,small_airport,OZG
300605,Bouarfa Airport,medium_airport,UAR
3103,Saïss Airport,medium_airport,FEZ
3105,Moulay Ali Cherif Airport,medium_airport,ERH
3106,Bassatine Airport,medium_airport,MEK
3107,Angads Airport,medium_airport,OUD
3108,Smara Airport,medium_airport,SMW
31544,Ben Slimane Airport,small_airport,GMD
29758,Anfa Airport,closed,CAS
29694,Beni Mellal Airport,small_airport,BEM
3109,Rabat-Salé Airport,medium_airport,RBA
30412,Sidi Ifni Xx Airport,small_airport,SII
3110,Dakhla Airport,medium_airport,VIL
3111,Mogador Airport,small_airport,ESU
3112,Hassan I Airport,medium_airport,EUN
3113,Mohammed V International Airport,large_airport,CMN
30369,Safi Airport,small_airport,SFI
3114,Nador International Airport,medium_airport,NDR
3115,Menara Airport,medium_airport,RAK
3116,Kenitra Airport,medium_airport,NNA
3117,Ouarzazate Airport,medium_airport,OZZ
319715,Golog Maqin Airport,medium_airport,GMQ
3119,Cherif Al Idrissi Airport,medium_airport,AHU
3120,Saniat R'mel Airport,medium_airport,TTU
3121,Ibn Batouta Airport,medium_airport,TNG
332662,Sint-Denijs-Westrem Airport,closed,GNE
17597,Goodnews Airport,small_airport,GNU
325736,Blaise Diagne International Airport,large_airport,DSS
309180,Gora Airstrip,small_airport,GOC
6197,Kolda North Airport,small_airport,KDA
3122,Ziguinchor Airport,medium_airport,ZIG
3123,Cap Skirring Airport,medium_airport,CSK
3124,Kaolack Airport,medium_airport,KLC
3125,Léopold Sédar Senghor International Airport,large_airport,DKR
31879,Ouro Sogui Airport,medium_airport,MAX
32169,Podor Airport,small_airport,POD
32202,Richard Toll Airport,small_airport,RDT
3126,Saint Louis Airport,medium_airport,XLS
3127,Bakel Airport,medium_airport,BXE
3128,Kédougou Airport,medium_airport,KGG
32332,Simenti Airport,small_airport,SMY
3129,Tambacounda Airport,medium_airport,TUD
3130,Aioun el Atrouss Airport,small_airport,AEO
32131,Boutilimit Airport,small_airport,OTL
32444,Tichitt Airport,small_airport,THI
3131,Tidjikja Airport,small_airport,TIY
30699,Abbaye Airport,small_airport,BGH
3132,Kiffa Airport,small_airport,KFA
32461,Timbedra Airport,small_airport,TMD
3133,Néma Airport,small_airport,EMN
30630,Akjoujt Airport,small_airport,AJJ
3134,Kaédi Airport,small_airport,KED
31934,Letfotar Airport,small_airport,MOM
323315,Nouakchott–Oumtounsy International Airport,large_airport,NKC
3136,Sélibaby Airport,small_airport,SEY
32446,Tamchakett Airport,small_airport,THT
3137,Atar International Airport,medium_airport,ATR
31126,Fderik Airport,small_airport,FGD
3138,Nouadhibou International Airport,medium_airport,NDB
32135,Tazadit Airport,small_airport,OUZ
311387,Grand Cess Airport,small_airport,GRC
319725,Garuahi Airport,closed,GRH
17599,Granite Mountain Air Station,small_airport,GMT
42230,Chiquimula Airport,small_airport,CIQ
42231,Dos Lagunas Airport,small_airport,DON
42232,El Naranjo Airport,small_airport,ENJ
42233,Paso Caballos Airport,small_airport,PCG
42235,El Petén Airport,small_airport,TKM
42236,Uaxactun Airport,small_airport,UAX
32161,Playa Grande Airport,small_airport,PKJ
300757,Kirawira B Aerodrome,small_airport,GTZ
3146,Conakry International Airport,medium_airport,CKY
308224,Guriaso (Keraso) Airport,small_airport,GUE
3147,Fria Airport,small_airport,FIG
3148,Faranah Airport,small_airport,FAA
31777,Kissidougou Airport,small_airport,KSI
3149,Tata Airport,small_airport,LEK
31886,Macenta Airport,small_airport,MCA
32069,Nzérékoré Airport,small_airport,NZE
30763,Boké Baralande Airport,small_airport,BKJ
32250,Sambailo Airport,small_airport,SBI
31530,Siguiri Airport,small_airport,GII
44577,Kankan Airport,small_airport,KNN
3150,Amílcar Cabral International Airport,large_airport,SID
31560,Agostinho Neto Airport,small_airport,NTO
3151,Rabil Airport,medium_airport,BVC
17600,Gordonsville Municipal Airport,small_airport,GVE
3152,Maio Airport,medium_airport,MMO
31961,Mosteiros Airport,small_airport,MTI
3153,Praia International Airport,medium_airport,RAI
32287,São Filipe Airport,small_airport,SFL
3154,Preguiça Airport,medium_airport,SNE
3155,São Pedro Airport,medium_airport,VXE
312857,Gnarowein Airport,closed,GWN
34923,Gatow Airport,closed,GWW
41500,Bemichi Airport,small_airport,BCG
41501,Botopasi Airport,small_airport,BTO
41502,Djumu-Djomoe Airport,small_airport,DOE
41503,Ladouanie Airport,small_airport,LDO
41504,Washabo Airport,small_airport,WSO
3157,Addis Ababa Bole International Airport,large_airport,ADD
3159,Arba Minch Airport,medium_airport,AMH
3160,Axum Airport,medium_airport,AXU
28119,Baco Airport,small_airport,BCO
3161,Bahir Dar Airport,medium_airport,BJR
30694,Beica Airport,small_airport,BEI
316528,Degah Bur Airport,closed,DGC
30949,Combolcha Airport,small_airport,DSE
30885,Dembidollo Airport,small_airport,DEM
30882,Debra Marcos Airport,small_airport,DBM
3162,Aba Tenna Dejazmach Yilma International Airport,medium_airport,DIR
30883,Debre Tabor Airport,small_airport,DBT
31195,Fincha Airport,small_airport,FNH
31546,Robe Airport,small_airport,GOB
31545,Ghinnir Airport,small_airport,GNN
3163,Gambella Airport,medium_airport,GMB
3164,Gonder Airport,medium_airport,GDQ
3165,Gode Airport,medium_airport,GDE
31547,Gore Airport,small_airport,GOR
300239,Harar Meda Airport,medium_airport,QHR
31653,Humera Airport,small_airport,HUE
313314,Wilwal International Airport,medium_airport,JIJ
3166,Jimma Airport,medium_airport,JIM
30612,Kabri Dehar Airport,small_airport,ABK
31815,Kelafo East Airport,small_airport,LFO
30664,Awassa Airport,small_airport,AWA
3167,Lalibella Airport,small_airport,LLI
314046,Mekane Selam Airport,small_airport,MKS
3168,Mekele Airport,medium_airport,MQX
31568,Metema Airport,small_airport,ETE
32017,Mendi Airport,small_airport,NDM
313177,Mui River Airport,small_airport,MUJ
31960,Mizan Teferi Airport,small_airport,MTF
312841,Negele Airport,small_airport,EGL
32021,Nejjo Airport,small_airport,NEJ
32022,Nekemte Airport,small_airport,NEK
316689,Beles Airport,small_airport,PWI
32409,Soddu Airport,small_airport,SXU
316765,Shakiso Airport,small_airport,SKR
314658,Semera Airport,small_airport,SZE
3169,Asosa Airport,medium_airport,ASO
32448,Tippi Airport,small_airport,TIE
32627,Waca Airport,small_airport,WAC
308934,Warder Airport,small_airport,WRA
17618,Haycock Airport,small_airport,HAY
312681,Hatzfeldhaven Airport,small_airport,HAZ
3170,Bujumbura International Airport,medium_airport,BJM
31529,Gitega Airport,small_airport,GID
307094,Kirundo Airport,small_airport,KRE
333096,Qilian Airport,medium_airport,HBQ
318151,Hambantota Seaplane Base,seaplane_base,HBT
30638,Alula Airport,small_airport,ALU
30711,Baidoa Airport,small_airport,BIB
30865,Candala Airport,small_airport,CXN
302296,Bardera Airport,small_airport,BSY
31571,Eil Airport,small_airport,HCM
30792,Bosaso Airport,small_airport,BSA
31552,Gardo Airport,small_airport,GSR
3171,Egal International Airport,large_airport,HGA
3172,Berbera Airport,medium_airport,BBO
313906,Lugh Ganane Airport,small_airport,LGX
3173,Kisimayu Airport,medium_airport,KMU
31899,Aden Adde International Airport,medium_airport,MGQ
31572,Beletwene Airport,small_airport,BLW
30836,Obbia Airport,small_airport,CMO
31536,Galcaio Airport,small_airport,GLK
30837,Scusciuban Airport,small_airport,CMS
31018,Erigavo Airport,small_airport,ERA
30802,Burao Airport,small_airport,BUO
319714,Garowe Airport,small_airport,GGR
3174,Djibouti-Ambouli Airport,medium_airport,JIB
39580,Ali-Sabieh Airport,small_airport,AII
32082,Obock Airport,small_airport,OBC
32430,Tadjoura Airport,small_airport,TDJ
2356,Capital International Airport,medium_airport,CCE
32285,Siwa Oasis North Airport,small_airport,SEW
2366,El Minya Airport,small_airport,EMY
2380,Sidi Barrani Airport,small_airport,SQK
3175,El Alamein International Airport,medium_airport,DBB
3176,El Arish International Airport,medium_airport,AAC
3177,Assiut International Airport,medium_airport,ATZ
3178,El Nouzha Airport,medium_airport,ALY
3180,Borg El Arab International Airport,medium_airport,HBE
3181,Abu Simbel Airport,medium_airport,ABS
3183,Cairo International Airport,large_airport,CAI
3184,Cairo West Airport,medium_airport,CWE
3185,Dakhla Airport,small_airport,DAK
3186,Hurghada International Airport,large_airport,HRG
3188,El Gora Airport,medium_airport,EGH
3190,El Kharga Airport,small_airport,UVL
3191,Luxor International Airport,large_airport,LXR
3192,Marsa Alam International Airport,medium_airport,RMF
300893,Sohag International Airport,medium_airport,HMB
3193,Mersa Matruh Airport,medium_airport,MUH
307695,Haelogo Airport,small_airport,HEO
3195,Shark El Oweinat International Airport,small_airport,GSQ
3196,Port Said Airport,medium_airport,PSD
3197,St Catherine International Airport,medium_airport,SKV
3198,Sharm El Sheikh International Airport,medium_airport,SSH
3199,Aswan International Airport,medium_airport,ASW
3200,Taba International Airport,medium_airport,TCP
3201,El Tor Airport,small_airport,ELT
17620,Hanchey Army (Fort Rucker) Heliport,heliport,HEY
17622,Tusi AHP (Hunter Liggett) Heliport,heliport,HGT
3202,Asmara International Airport,medium_airport,ASM
3203,Massawa International Airport,medium_airport,MSW
3204,Assab International Airport,medium_airport,ASA
32435,Tessenei Airport,small_airport,TES
17623,Princeville Airport,small_airport,HPV
17628,Waikoloa Heliport,heliport,WKL
300863,Lianshui Airport,medium_airport,HIA
28145,Shilavo Airport,small_airport,HIL
28481,Amboseli Airport,medium_airport,ASV
313211,Healy Lake Airport,small_airport,HKB
3205,Eldoret International Airport,medium_airport,EDL
28480,Eliye Springs Airport,small_airport,EYS
31758,Kalokol Airport,small_airport,KLK
31514,Garissa Airport,small_airport,GAS
31611,Hola Airport,small_airport,HOA
3206,Jomo Kenyatta International Airport,large_airport,NBO
31587,Keekorok Airport,small_airport,KEU
3207,Kakamega Airport,small_airport,GGM
3208,Kisumu Airport,medium_airport,KIS
31673,Kilaguni Airport,small_airport,ILU
31743,Kericho Airport,small_airport,KEY
3209,Kitale Airport,medium_airport,KTL
3210,Lokichoggio Airport,medium_airport,LKG
3211,Lodwar Airport,medium_airport,LOK
3212,Manda Airstrip,medium_airport,LAU
31842,Loyengalani Airport,small_airport,LOY
32014,Mandera Airport,small_airport,NDE
32198,Marsabit Airport,small_airport,RBT
31988,Malindi Airport,medium_airport,MYD
3213,Mombasa Moi International Airport,large_airport,MBA
31594,Mara Serena Lodge Airstrip,medium_airport,MRE
32141,Moyale Airport,small_airport,OYL
32065,Nyeri Airport,small_airport,NYE
28485,Nakuru Airport,small_airport,NUU
3215,Nairobi Wilson Airport,medium_airport,WIL
32066,Nanyuki Airport,medium_airport,NYK
32500,Buffalo Spring,small_airport,UAS
31596,Ukunda Airstrip,small_airport,UKA
3217,Wajir Airport,medium_airport,WJR
3219,Gardabya Airport,medium_airport,SRX
32467,Gamal Abdel Nasser Airport,small_airport,TOB
3221,Ghat Airport,medium_airport,GHT
3222,Kufra Airport,medium_airport,AKF
3223,Benina International Airport,medium_airport,BEN
3224,Mitiga Airport,medium_airport,MJI
3225,La Abraq Airport,medium_airport,LAQ
3226,Sabha Airport,medium_airport,SEB
3227,Tripoli International Airport,large_airport,TIP
3228,Marsa Brega Airport,medium_airport,LMQ
31602,Nafurah 1 Airport,small_airport,NFR
3230,Hon Airport,small_airport,HUQ
3232,Ghadames East Airport,medium_airport,LTD
323222,Alzintan Airport,small_airport,ZIS
3234,Zwara Airport,small_airport,WAX
42029,Erandique Airport,small_airport,EDQ
17653,Tahneta Pass Airport,small_airport,HNE
313231,Nhon Co Airfield,small_airport,HOO
313249,Sary Su Airport,small_airport,HRC
3236,Gisenyi Airport,medium_airport,GYI
30801,Butare Airport,small_airport,BTQ
3237,Kigali International Airport,large_airport,KGL
32208,Ruhengeri Airport,small_airport,RHG
3238,Kamembe Airport,medium_airport,KME
30654,Atbara Airport,small_airport,ATB
30980,El Debba Airport,small_airport,EDB
3239,Dongola Airport,medium_airport,DOG
3240,Damazin Airport,small_airport,RSS
300862,"Paloich Airport, Heliport",medium_airport,HGI
3241,El Fasher Airport,medium_airport,ELF
31553,Azaza Airport,small_airport,GSU
30932,Galegu Airport,small_airport,DNX
30990,Geneina Airport,small_airport,EGN
308038,Heglig Airport,small_airport,HEG
319812,Shangjie Airport,small_airport,HSJ
3242,Kassala Airport,medium_airport,KSL
31518,Khashm El Girba Airport,small_airport,GBU
31779,Kosti Airport,closed,KST
3243,Kadugli Airport,small_airport,KDX
31623,Rumbek Airport,small_airport,RBX
300673,Merowe New Airport,medium_airport,MWE
32054,En Nahud Airport,small_airport,NUD
3244,Nyala Airport,small_airport,UYL
32027,New Halfa Airport,small_airport,NHF
3245,El Obeid Airport,medium_airport,EBD
3246,Port Sudan New International Airport,medium_airport,PZU
3247,Juba International Airport,large_airport,JUB
3248,Malakal Airport,medium_airport,MAK
3249,Khartoum International Airport,large_airport,KRT
32648,Wadi Halfa Airport,small_airport,WHF
318069,Wad Medani Airport,small_airport,DNI
30553,Wau Airport,medium_airport,WUU
31636,Zalingei Airport,small_airport,ZLX
3250,Arusha Airport,medium_airport,ARK
30767,Bukoba Airport,small_airport,BKZ
3251,Julius Nyerere International Airport,large_airport,DAR
3252,Dodoma Airport,medium_airport,DOD
318875,Songwe Airport,medium_airport,MBI
3253,Iringa Airport,medium_airport,IRI
32454,Kigoma Airport,small_airport,TKQ
31754,Kilwa Masoko Airport,small_airport,KIY
3254,Kilimanjaro International Airport,medium_airport,JRO
31801,Lindi Airport,small_airport,LDI
3255,Lake Manyara Airport,medium_airport,LKY
308210,Khatgal Airport,small_airport,HTM
31893,Mafia Island Airport,small_airport,MFA
31979,Mwadui Airport,small_airport,MWN
32707,Masasi Airport,small_airport,XMI
32194,Moshi Airport,small_airport,QSI
3256,Mtwara Airport,medium_airport,MYW
31972,Musoma Airport,small_airport,MUZ
3257,Mwanza Airport,medium_airport,MWZ
32009,Nachingwea Airport,small_airport,NCH
31708,Njombe Airport,small_airport,JOM
3258,Pemba Airport,medium_airport,PMA
32283,Seronera Airport,small_airport,SEU
32293,Songea Airport,small_airport,SGX
32392,Sumbawanga Airport,small_airport,SUT
32297,Shinyanga Airport,small_airport,SHY
32426,Tabora Airport,small_airport,TBO
3259,Tanga Airport,medium_airport,TGT
3260,Abeid Amani Karume International Airport,large_airport,ZNZ
32234,Arua Airport,medium_airport,RUA
3263,Entebbe International Airport,large_airport,EBB
3264,Gulu Airport,medium_airport,ULU
31702,Jinja Airport,small_airport,JIN
313430,Kololo Airstrip,closed,KLA
31724,Pakuba Airfield,small_airport,PAF
31776,Kasese Airport,small_airport,KSE
31884,Mbarara Airport,small_airport,MBQ
31733,Masindi Airport,small_airport,KCU
3265,Soroti Airport,medium_airport,SRT
32476,Tororo Airport,small_airport,TRY
307891,Hawabango Airport,small_airport,HWA
17659,Hollis Clark Bay Seaplane Base,seaplane_base,HYL
312933,Iboki Airport,small_airport,IBI
27302,Indigo Bay Lodge Airport,medium_airport,IBL
309145,Sicogon Airstrip,small_airport,ICO
41492,Pulau Panjang Airport,small_airport,PPJ
46586,"Noto Hadinegoro, Jember Airport",small_airport,JBB
46587,Blimbingsari Airport,small_airport,BWX
309298,Aji Pangeran Tumenggung Pranoto International Airport,large_airport,AAP
311868,Bawean Airport,small_airport,BXW
41361,Apalapsili Airport,small_airport,AAS
41362,Anggi Airport,small_airport,AGD
41363,Gunung Batin Airport,small_airport,AKQ
41365,Ayawasi Airport,small_airport,AYW
41366,Boalang Airport,small_airport,BJG
41367,Batom Airport,small_airport,BXM
41368,Dabra Airport,small_airport,DRH
41369,Elelim Airport,small_airport,ELR
41370,Ewer Airport,small_airport,EWE
31200,Kornasoren Airfield,small_airport,FOO
31515,Gag Island Airport,small_airport,GAV
41371,Ilu Airport,small_airport,IUL
41372,Karubaga Airport,small_airport,KBF
41373,Kambuaya Airport,small_airport,KBX
41374,Kamur Airport,small_airport,KCD
41375,Kon Airport,small_airport,KCI
41376,Keisah Airport,small_airport,KEA
41377,Kiman Airport,small_airport,KMM
41378,Kotabangun Airport,small_airport,KOD
41379,Departi Parbo Airport,small_airport,KRC
41380,Dewadaru Airport,small_airport,KWB
41381,Kelila Airport,small_airport,LLN
41382,Lewoleba Airport,small_airport,LWE
41383,Lunyuk Airport,small_airport,LYK
41384,Mangunjaya Airport,small_airport,MJY
41385,Maliana airport,small_airport,MPT
41386,Masalembo Airport,small_airport,MSI
41387,Muting Airport,small_airport,MUF
41388,Banaina Airport,small_airport,NAF
41391,Obano Airport,small_airport,OBD
41394,Pomala Airport,small_airport,PUM
41395,Purwokerto Airport,small_airport,PWL
41396,Sugimanuru Airport,small_airport,RAQ
41397,Rokot Airport,small_airport,RKI
41398,Roti Airport,small_airport,RTI
41399,Yuruf Airport,small_airport,RUF
41400,Sawan Airport,small_airport,RZS
41401,Sangir Airport,small_airport,SAE
41402,Tumbang Samba Airport,small_airport,TBM
41403,Tiom Airport,small_airport,TMY
41408,Senggo Airport,small_airport,ZEG
29639,Bilogai-Sugapa Airport,medium_airport,UGU
309146,Indagen Airport,small_airport,IDN
313285,Ileg Airport,closed,ILX
312936,Iamalele Airport,small_airport,IMA
311990,Inhaminga Airport,small_airport,IMG
301040,Vijayanagar Aerodrome (JSW),small_airport,VDY
31698,Jagdalpur Airport,small_airport,JGB
42723,Neyveli Airport,small_airport,NVY
32215,Rajouri Airport,small_airport,RJI
32433,Tezu Airport,small_airport,TEI
311991,Chinde Airport,small_airport,INE
313294,Iokea Airport,small_airport,IOK
313299,Ioma Airport,small_airport,IOP
42528,Khaneh Airport,small_airport,KHA
35276,Qeshm International Airport,small_airport,GSM
317284,Iranamadu Seaplane Base,seaplane_base,IRU
327608,New Ishigaki Airport,medium_airport,ISG
308235,Itokama Airport,small_airport,ITK
312962,Inus Airport,closed,IUS
313268,Ivishak Airport,closed,IVH
316549,Viveros Island Airport,small_airport,IVI
301009,Jiagedaqi Airport,medium_airport,JGD
301010,Jinchuan Airport,small_airport,JIC
319816,Jos Orno Imsula Airport,small_airport,JIO
300865,Qianjiang Wulingshan Airport,medium_airport,JIQ
323221,Comandante Ariston Pessoa Airport,medium_airport,JJD
18253,Quartz Creek Airport,small_airport,JLA
331433,O R Tambo International,large_airport,JNB
302154,Josephstaal Airport,small_airport,JOP
313333,Pan Am Building Heliport,closed,JPB
18255,Pentagon Army Heliport,heliport,JPN
18256,West 30th St. Heliport,heliport,JRA
18257,Downtown-Manhattan/Wall St Heliport,heliport,JRB
308641,Jiuhuashan Airport,small_airport,JUH
18302,Animas Air Park,small_airport,AMK
18303,Broadus Airport,small_airport,BDX
18321,Eureka Airport,small_airport,EUE
18326,Jackpot Airport/Hayden Field,small_airport,KPT
20238,Rolla Downtown Airport,small_airport,RLA
18351,Elizabeth Field,small_airport,FID
18371,Humboldt Municipal Airport,small_airport,HUD
18393,Jefferson County International Airport,small_airport,TWD
18397,Kayenta Airport,small_airport,MVM
18451,Columbia County Airport,small_airport,HCC
18462,Ardmore Downtown Executive Airport,small_airport,AHD
18468,Grand Canyon West Airport,small_airport,GCW
18501,Lampson Field,small_airport,CKE
18504,Montague-Yreka Rohrer Field,small_airport,ROF
18522,Fremont County Airport,small_airport,CNE
18531,Rouses Point Seaplane Base,seaplane_base,RSX
18540,Cooperstown-Westville Airport,small_airport,COP
18561,Council Airport,small_airport,CIL
18578,Iraan Municipal Airport,small_airport,IRB
18607,Gansner Field,small_airport,GNF
18623,Chiloquin State Airport,small_airport,CHZ
18632,St. Mary's County Regional Airport,small_airport,LTW
18661,Arapahoe Municipal Airport,small_airport,AHF
18666,Princeton Airport,small_airport,PCT
18678,Calverton Executive Airpark,small_airport,CTO
18728,Grand Lake Regional Airport,small_airport,NRI
18737,Grants Pass Airport,small_airport,GTP
18742,Jerry Tyler Memorial Airport,small_airport,NLE
18750,Grand Coulee Dam Airport,small_airport,GCD
18756,Valle Airport,small_airport,VLE
18757,Perry-Foley Airport,small_airport,FPY
18763,Manti-Ephraim Airport,small_airport,NTJ
18775,Mount Pleasant Airport,closed,MSD
18779,Salina Gunnison Airport,small_airport,SBO
18788,Central Jersey Regional Airport,small_airport,JVI
18847,Eunice Airport,small_airport,UCE
18849,Gold Beach Municipal Airport,small_airport,GOL
18866,Kentland Municipal Airport,small_airport,KKT
18917,Prentice Airport,small_airport,PRW
18930,Maverick County Memorial International Airport,small_airport,EGP
18945,Boulder City Municipal Airport,small_airport,BLD
18966,Mesquite Airport,small_airport,MFH
18982,Iosco County Airport,small_airport,ECA
19010,Florence Municipal Airport,small_airport,FMU
19030,Anacortes Airport,small_airport,OTS
19031,Roosevelt Municipal Airport,small_airport,ROL
19060,Canton Municipal Airport,small_airport,CTK
19083,North Fork Valley Airport,small_airport,WPO
19094,Antlers Municipal Airport,small_airport,ATE
19117,Wilgrove Air Park,small_airport,QWG
19204,Austin Airport,small_airport,ASQ
19224,Apalachicola Regional Airport,small_airport,AAF
3356,Lehigh Valley International Airport,medium_airport,ABE
3357,Abilene Regional Airport,medium_airport,ABI
16091,Albuquerque International Sunport,large_airport,ABQ
3358,Aberdeen Regional Airport,medium_airport,ABR
3359,Southwest Georgia Regional Airport,medium_airport,ABY
19228,Antrim County Airport,small_airport,ACB
3360,Nantucket Memorial Airport,medium_airport,ACK
3361,Waco Regional Airport,medium_airport,ACT
3362,California Redwood Coast-Humboldt County Airport,medium_airport,ACV
3363,Atlantic City International Airport,medium_airport,ACY
19234,Lenawee County Airport,small_airport,ADG
19235,Ada Regional Airport,small_airport,ADT
19236,Ardmore Municipal Airport,small_airport,ADM
19237,Addison Airport,small_airport,ADS
3364,Joint Base Andrews,large_airport,ADW
19244,Albert Lea Municipal Airport,small_airport,AEL
3365,Alexandria International Airport,medium_airport,AEX
313453,Karato Airport,small_airport,KAF
19245,USAF Academy Airfield,small_airport,AFF
19246,Washington County Airport,small_airport,WSG
19248,Jaffrey Airport Silver Ranch Airport,small_airport,AFN
19249,Afton Municipal Airport,small_airport,AFO
3366,Fort Worth Alliance Airport,large_airport,AFW
3367,Allegheny County Airport,medium_airport,AGC
19251,Ralph C Weiser Field,small_airport,AGO
3368,Augusta Regional At Bush Field,large_airport,AGS
19254,Amedee Army Air Field,small_airport,AHC
19255,Amery Municipal Airport,small_airport,AHH
3369,Athens Ben Epps Airport,medium_airport,AHN
19257,Alliance Municipal Airport,small_airport,AIA
19259,Anderson Municipal Darlington Field,small_airport,AID
19261,Aiken Regional Airport,small_airport,AIK
19262,Atlantic Municipal Airport,small_airport,AIO
19264,George Downer Airport,small_airport,AIV
19265,Atlantic City Municipal Bader Field,closed,AIY
19266,Lee C Fine Memorial Airport,small_airport,AIZ
19272,Colorado Plains Regional Airport,small_airport,AKO
3370,Akron Fulton International Airport,medium_airport,AKC
3371,Albany International Airport,medium_airport,ALB
3372,Alice International Airport,medium_airport,ALI
3373,Alamogordo White Sands Regional Airport,medium_airport,ALM
3374,St Louis Regional Airport,medium_airport,ALN
3375,Waterloo Regional Airport,medium_airport,ALO
19275,San Luis Valley Regional Bergman Field,medium_airport,ALS
3376,Walla Walla Regional Airport,medium_airport,ALW
19276,Thomas C Russell Field,small_airport,ALX
3377,Rick Husband Amarillo International Airport,large_airport,AMA
19278,Gratiot Community Airport,small_airport,AMN
19280,Ames Municipal Airport,small_airport,AMW
3378,Anniston Regional Airport,medium_airport,ANB
3379,Anderson Regional Airport,medium_airport,AND
19283,Salida Airport Harriett Alexander Field,small_airport,SLT
19284,Lee Airport,small_airport,ANP
19285,Tri State Steuben County Airport,small_airport,ANQ
19286,Ainsworth Regional Airport,small_airport,ANW
19287,Anthony Municipal Airport,small_airport,ANY
19289,Lima Allen County Airport,small_airport,AOH
3380,Altoona Blair County Airport,medium_airport,AOO
19291,Centennial Airport,medium_airport,APA
19292,Napa County Airport,small_airport,APC
19293,Naples Municipal Airport,medium_airport,APF
3381,Phillips Army Air Field,medium_airport,APG
19294,A P Hill AAF (Fort A P Hill) Airport,small_airport,APH
3382,Alpena County Regional Airport,medium_airport,APN
19295,Marion County Brown Field,small_airport,APT
19296,Apple Valley Airport,small_airport,APV
302390,Kamulai Airport,small_airport,KAQ
19301,Acadiana Regional Airport,medium_airport,ARA
19302,Ann Arbor Municipal Airport,small_airport,ARB
19303,Walnut Ridge Regional Airport,small_airport,ARG
19304,Wharton Regional Airport,small_airport,WHT
19305,Aurora Municipal Airport,small_airport,AUZ
3383,Watertown International Airport,medium_airport,ART
19306,Lakeland-Noble F. Lee Memorial field,small_airport,ARV
19028,Beaufort County Airport,small_airport,BFT
19308,Aspen-Pitkin Co/Sardy Field,medium_airport,ASE
19309,Springdale Municipal Airport,small_airport,SPZ
19310,Boire Field,small_airport,ASH
19312,Harrison County Airport,small_airport,ASL
19313,Talladega Municipal Airport,small_airport,ASN
19314,Astoria Regional Airport,medium_airport,AST
19316,John F Kennedy Memorial Airport,small_airport,ASX
19317,Ashley Municipal Airport,small_airport,ASY
3384,Hartsfield Jackson Atlanta International Airport,large_airport,ATL
19319,Artesia Municipal Airport,small_airport,ATS
19320,Appleton International Airport,small_airport,ATW
