Airport_ID,Name,Type,City,Country_Code,IATA,Latitude,Longitude,Altitude
1994,Salluit Airport,medium_airport,Salluit,CA,YZG,62.17940139770508,-75.66719818115234,743
1995,Slave Lake Airport,medium_airport,Slave Lake,CA,YZH,55.2930984497,-114.777000427,1912
1996,Sandspit Airport,medium_airport,Sandspit,CA,YZP,53.25429916379999,-131.813995361,21
1997,Chris Hadfield Airport,medium_airport,Sarnia,CA,YZR,42.9994010925293,-82.30889892578125,594
1998,Coral Harbour Airport,medium_airport,Coral Harbour,CA,YZS,64.1932983398,-83.3593978882,210
1999,Port Hardy Airport,medium_airport,Port Hardy,CA,YZT,50.680599212646484,-127.36699676513672,71
2000,Whitecourt Airport,medium_airport,Whitecourt,CA,YZU,54.14390182495117,-115.78700256347656,2567
2001,Sept-Îles Airport,medium_airport,Sept-Îles,CA,YZV,50.22330093383789,-66.2656021118164,180
2002,Teslin Airport,medium_airport,Teslin,CA,YZW,60.17279815673828,-132.7429962158203,2313
2003,CFB Greenwood,medium_airport,Greenwood,CA,YZX,44.98440170288086,-64.91690063476562,92
2005,York Landing Airport,medium_airport,York Landing,CA,ZAC,56.08940124511719,-96.08920288085938,621
2006,Shuswap Regional Airport,medium_airport,Salmon Arm,CA,YSN,50.682802,-119.228996,1751
2008,Boundary Bay Airport,medium_airport,Vancouver,CA,YDT,49.0742,-123.012001,6
2009,Ilford Airport,medium_airport,Ilford,CA,ILF,56.0614013672,-95.613899231,642
2010,Bathurst Airport,medium_airport,Bathurst,CA,ZBF,47.629699707,-65.738899231,193
2011,Bromont (Roland Desourdy) Airport,medium_airport,Bromont,CA,ZBM,45.2907981873,-72.74140167239999,375
2012,Kelsey Airport,medium_airport,Kelsey,CA,KES,56.0374984741,-96.50969696039999,600
2013,Eastmain River Airport,medium_airport,Eastmain River,CA,ZEM,52.22639846801758,-78.52249908447266,24
2014,Faro Airport,medium_airport,Faro,CA,ZFA,62.20750045776367,-133.37600708007812,2351
2015,Fond-Du-Lac Airport,medium_airport,Fond-Du-Lac,CA,ZFD,59.33440017700195,-107.18199920654297,814
2016,Pukatawagan Airport,medium_airport,Pukatawagan,CA,XPK,55.7491989136,-101.26599884,958
2017,Fort Mcpherson Airport,medium_airport,Fort Mcpherson,CA,ZFM,67.40750122070312,-134.86099243164062,116
2018,Tulita Airport,medium_airport,Tulita,CA,ZFN,64.909697,-125.572998,332
2019,Grand Forks Airport,medium_airport,Grand Forks,CA,ZGF,49.01559829711914,-118.43099975585938,1720
2020,Gods River Airport,medium_airport,Gods River,CA,ZGI,54.839698791503906,-94.07859802246094,627
2021,Little Grand Rapids Airport,medium_airport,Little Grand Rapids,CA,ZGR,52.04560089111328,-95.4657974243164,1005
2022,High Prairie Airport,small_airport,High Prairie,CA,ZHP,55.3936004639,-116.474998474,1974
308731,Corazón de Jesús Airport,small_airport,Corazón de Jesús and Narganá Islands,PA,CZJ,9.4446,-78.5888,8
2023,Jenpeg Airport,medium_airport,Jenpeg,CA,ZJG,54.51890182495117,-98.04609680175781,729
2024,Swan River Airport,medium_airport,Swan River,CA,ZJN,52.120601654052734,-101.23600006103516,1100
17059,Cascade Locks State Airport,small_airport,Cascade Locks,US,CZK,45.6768989563,-121.878997803,151
2025,Kashechewan Airport,medium_airport,Kashechewan,CA,ZKE,52.282501220703125,-81.67780303955078,35
2026,Thicket Portage Airport,medium_airport,Thicket Portage,CA,YTD,55.31890106201172,-97.70780181884766,678
2027,Muskrat Dam Airport,medium_airport,Muskrat Dam,CA,MSA,53.44139862060547,-91.76280212402344,911
2028,South Cariboo Region / 108 Mile Airport,small_airport,108 Mile,CA,ZMH,51.736099243199995,-121.333000183,3126
2029,Pikwitonei Airport,medium_airport,Pikwitonei,CA,PIW,55.58890151977539,-97.16419982910156,630
2030,Masset Airport,medium_airport,Masset,CA,ZMT,54.02750015258789,-132.125,25
17060,Chisana Airport,small_airport,Chisana,US,CZN,62.0712013245,-142.04800415,3318
2031,Poplar River Airport,medium_airport,Poplar River,CA,XPP,52.9965258788,-97.2741937637,728
17061,Chistochina Airport,small_airport,Chistochina,US,CZO,62.5634994507,-144.669006348,1850
2033,Sachigo Lake Airport,medium_airport,Sachigo Lake,CA,ZPB,53.8911018371582,-92.19640350341797,876
2034,Pincher Creek Airport,medium_airport,Pincher Creek,CA,WPC,49.520599365200006,-113.997001648,3903
2035,Pinehouse Lake Airport,small_airport,Pinehouse Lake,CA,ZPO,55.5280990601,-106.582000732,1278
2036,Round Lake (Weagamow Lake) Airport,medium_airport,Round Lake,CA,ZRJ,52.943599700927734,-91.31279754638672,974
2037,Sandy Lake Airport,medium_airport,Sandy Lake,CA,ZSJ,53.06420135498047,-93.34439849853516,951
2038,South Indian Lake Airport,medium_airport,South Indian Lake,CA,XSI,56.7928009033,-98.9072036743,951
2039,Stewart Airport,medium_airport,Stewart,CA,ZST,55.935410448,-129.982434511,24
2040,Bloodvein River Airport,small_airport,Bloodvein River,CA,YDV,51.784568,-96.692305,721
2041,Shamattawa Airport,medium_airport,Shamattawa,CA,ZTM,55.8656005859375,-92.0813980102539,289
2042,Ignace Municipal Airport,medium_airport,Ignace,CA,ZUC,49.4296989440918,-91.7177963256836,1435
2043,Churchill Falls Airport,small_airport,Churchill Falls,CA,ZUM,53.5619010925293,-64.10639953613281,1442
2045,Lac Brochet Airport,medium_airport,Lac Brochet,CA,XLB,58.6175003052,-101.46900177,1211
2046,Wollaston Lake Airport,medium_airport,Wollaston Lake,CA,ZWL,58.10689926147461,-103.1719970703125,1360
19598,Canandaigua Airport,small_airport,Ontario County IDA,US,IUA,42.908902,-77.325226,814
17080,Delta Junction Airport,small_airport,Delta Junction,US,DJN,64.0503997803,-145.716995239,1150
2149,Mostaganem Airport,small_airport,,DZ,MQV,35.9087982178,0.149382993579,732
2047,Blida Airport,medium_airport,,DZ,QLD,36.50360107421875,2.8141698837280273,535
2048,Bou Saada Airport,medium_airport,,DZ,BUJ,35.33250045776367,4.206389904022217,1506
2049,Soummam Airport,medium_airport,Béjaïa,DZ,BJA,36.7120018005,5.0699200630200005,20
2050,Houari Boumediene Airport,large_airport,Algiers,DZ,ALG,36.691001892089844,3.215409994125366,82
2051,Djanet Inedbirene Airport,medium_airport,Djanet,DZ,DJG,24.292801,9.45244,3176
2054,Illizi Takhamalt Airport,medium_airport,Illizi,DZ,VVZ,26.7234992981,8.62265014648,1778
32193,Ain Arnat Airport,medium_airport,Sétif,DZ,QSF,36.178100585900005,5.3244900703399995,3360
2056,Aguenar – Hadj Bey Akhamok Airport,medium_airport,Tamanrasset,DZ,TMR,22.8115005493,5.45107984543,4518
2057,Jijel Ferhat Abbas Airport,medium_airport,Jijel,DZ,GJL,36.7951011658,5.87361001968,36
2058,Mecheria Airport,medium_airport,Mecheria,DZ,MZW,33.535900116,-0.242353007197,3855
2060,Rabah Bitat Airport,medium_airport,Annaba,DZ,AAE,36.822201,7.809174,16
2061,Mohamed Boudiaf International Airport,medium_airport,Constantine,DZ,CZL,36.2760009765625,6.620389938354492,2265
42529,Oum el Bouaghi airport,small_airport,Oum El Bouaghi,DZ,QMH,35.879699707,7.270800113679999,2980
312615,Skikda Airport,closed,Skikda,DZ,SKI,36.8641,6.9516,27
2062,Cheikh Larbi Tébessi Airport,medium_airport,Tébessi,DZ,TEE,35.4315986633,8.12071990967,2661
2063,Batna Airport,medium_airport,Batna,DZ,BLJ,35.752101898199996,6.308589935300001,2697
310096,Daup Airport,small_airport,,PG,DAF,-4.7403,145.9515,280
2064,Hassi R'Mel Airport,medium_airport,,DZ,HRM,32.93040084838867,3.311539888381958,2540
302293,Tsletsi Airport,small_airport,Djelfa,DZ,QDJ,34.6657,3.351,3753
302093,Dabo Airport,small_airport,,PG,DAO,-8.431944444440001,147.843055556,118
2065,Bou Chekif Airport,medium_airport,Tiaret,DZ,TID,35.3410987854,1.46315002441,3245
2067,Tindouf Airport,medium_airport,Tindouf,DZ,TIN,27.7003993988,-8.167099952700001,1453
2068,Ech Cheliff Airport,medium_airport,,DZ,CFK,36.2126998901,1.33176994324,463
2069,Tafaraoui Airport,medium_airport,,DZ,TAF,35.54240036010742,-0.5322780013084412,367
2070,Zenata – Messali El Hadj Airport,medium_airport,Tlemcen,DZ,TLM,35.0167007446,-1.45000004768,814
2071,Es Senia Airport,medium_airport,Oran,DZ,ORN,35.6239013672,-0.6211829781529999,295
2072,Béchar Boudghene Ben Ali Lotfi Airport,medium_airport,Béchar,DZ,CBH,31.645700454711914,-2.269860029220581,2661
2073,Sidi Bel Abbes Airport,small_airport,Sidi Bel Abbès,DZ,BFW,35.1717987061,-0.593275010586,1614
2074,Ghriss Airport,medium_airport,,DZ,MUW,35.207698822021484,0.14714199304580688,1686
300333,El Bayadh Airport,small_airport,El Bayadh,DZ,EBH,33.721666666699996,1.0925,4493
31678,In Guezzam Airport,small_airport,In Guezzam,DZ,INF,19.566999435424805,5.75,1312
30777,Bordj Badji Mokhtar Airport,small_airport,Bordj Badji Mokhtar,DZ,BMW,21.375,0.923888981342,1303
2075,Touat Cheikh Sidi Mohamed Belkebir Airport,medium_airport,,DZ,AZR,27.837600708007812,-0.18641400337219238,919
2076,Biskra Airport,medium_airport,Biskra,DZ,BSK,34.793300628699996,5.73823022842,289
2077,El Golea Airport,medium_airport,,DZ,ELG,30.571300506591797,2.8595900535583496,1306
2078,Noumérat - Moufdi Zakaria Airport,medium_airport,Ghardaïa,DZ,GHA,32.38410186767578,3.794110059738159,1512
2079,Oued Irara Airport,medium_airport,Hassi Messaoud,DZ,HME,31.673000335699996,6.140439987180001,463
2080,In Salah Airport,medium_airport,In Salah,DZ,INZ,27.250999450699997,2.51202011108,896
2081,Touggourt Sidi Madhi Airport,medium_airport,Touggourt,DZ,TGR,33.06779861450195,6.088669776916504,279
2082,Laghouat Airport,medium_airport,Laghouat,DZ,LOO,33.764400482199996,2.92833995819,2510
2083,Guemar Airport,medium_airport,Guemar,DZ,ELU,33.5113983154,6.77679014206,203
2084,Timimoun Airport,medium_airport,Timimoun,DZ,TMX,29.2371006012,0.276033014059,1027
2085,Ain el Beida Airport,medium_airport,Ouargla,DZ,OGX,31.917200088500977,5.412779808044434,492
2086,In Aménas Airport,medium_airport,Aménas,DZ,IAM,28.0515,9.64291,1847
2087,Cadjehoun Airport,medium_airport,Cotonou,BJ,COO,6.357230186462402,2.384350061416626,19
302113,Djougou Airport,small_airport,Djougou,BJ,DJA,9.69208333333,1.63777777778,1480
31734,Kandi Airport,small_airport,Kandi,BJ,KDC,11.14479,2.940381,951
32001,Natitingou Airport,small_airport,Natitingou,BJ,NAE,10.376965,1.360507,1512
32162,Parakou Airport,small_airport,Parakou,BJ,PKO,9.35768985748291,2.609679937362671,1266
35350,Savé Airport,small_airport,Savé,BJ,SVF,8.018170356750488,2.4645800590515137,597
316519,Baicheng Chang'an Airport,medium_airport,Baicheng,CN,DBC,45.505278,123.019722,480
315621,Dutch Bay SPB,seaplane_base,Kalpitiya Island,LK,DBK,8.273,79.756,0
302094,Debepare Airport,small_airport,Debepare,PG,DBP,-6.30861111111,141.905555556,360
312783,Dambulu Oya Tank Seaplane Base,seaplane_base,Dambulla,LK,DBU,7.8604,80.6304,535
17113,Dahl Creek Airport,small_airport,Dahl Creek,US,DCK,66.9432983398,-156.904998779,260
46085,Decatur HI-Way Airfield,closed,Decatur,US,DCR,40.837548,-84.862464,842
302106,Dodoima Airport,small_airport,,PG,DDM,-8.17736111111,147.809444444,75
302107,Derim Airport,small_airport,Derim,PG,DER,-6.14472222222,147.107222222,4850
315622,Nop Goliat Airport,small_airport,Dekai - Yahukimo,ID,DEX,-4.8557,139.482006,198
32704,Kaya Airport,small_airport,Kaya,BF,XKY,13.067000389099121,-1.100000023841858,984
32132,Ouahigouya Airport,small_airport,Ouahigouya,BF,OUG,13.567000389099121,-2.4170000553131104,1106
32696,Djibo Airport,small_airport,Djibo,BF,XDJ,14.100000381469727,-1.6330000162124634,1001
32705,Leo Airport,small_airport,Leo,BF,XLU,11.100000381469727,-2.0999999046325684,1181
32179,Po Airport,small_airport,Po,BF,PUP,11.149999618530273,-1.149999976158142,1050
32694,Boulsa Airport,small_airport,Boulsa,BF,XBO,12.649999618530273,-0.5669999718666077,984
32693,Bogande Airport,small_airport,Bogande,BF,XBG,12.982999801635742,-0.16699999570846558,984
30919,Diapaga Airport,small_airport,Diapaga,BF,DIP,12.060324,1.784631,951
30937,Dori Airport,small_airport,Dori,BF,DOR,14.032999992370605,-0.032999999821186066,919
31193,Fada N'gourma Airport,small_airport,Fada N'gourma,BF,FNG,12.032999992370605,0.3499999940395355,1011
32699,Gorom-Gorom Airport,small_airport,Gorom-Gorom,BF,XGG,14.449999809265137,-0.2329999953508377,935
32702,Kantchari Airport,small_airport,Kantchari,BF,XKA,12.467000007629395,1.5,879
32465,Tambao Airport,small_airport,Tambao,BF,TMQ,14.800000190734863,0.05000000074505806,820
32711,Pama Airport,small_airport,Pama,BF,XPA,11.25,0.699999988079071,699
30651,Arly Airport,small_airport,Arly,BF,ARL,11.597000122070312,1.4830000400543213,761
32712,Sebba Airport,small_airport,Sebba,BF,XSE,13.449999809265137,0.5170000195503235,886
32432,Tenkodogo Airport,small_airport,Tenkodogo,BF,TEG,11.800000190734863,-0.367000013589859,1017
32715,Zabré Airport,small_airport,Zabré,BF,XZA,11.166999816894531,-0.6169999837875366,886
2088,Ouagadougou Airport,large_airport,Ouagadougou,BF,OUA,12.3532,-1.51242,1037
30782,Banfora Airport,small_airport,Banfora,BF,BNR,10.682999610900879,-4.7170000076293945,984
30912,Dedougou Airport,small_airport,Dedougou,BF,DGU,12.458999633789062,-3.490000009536743,984
32698,Gaoua Airport,small_airport,Gaoua,BF,XGA,10.384059,-3.163454,1099
32710,Nouna Airport,small_airport,Nouna,BF,XNU,12.75,-3.867000103,886
2089,Bobo Dioulasso Airport,medium_airport,Bobo Dioulasso,BF,BOY,11.160099983215332,-4.33096981048584,1511
32482,Tougan Airport,small_airport,Tougan,BF,TUQ,13.067000389099121,-3.066999912261963,984
32695,Diebougou Airport,small_airport,Diebougou,BF,XDE,10.949999809265137,-3.25,984
32691,Aribinda Airport,small_airport,Aribinda,BF,XAR,14.217000007600001,-0.883000016212,1122
2090,Kotoka International Airport,large_airport,Accra,GH,ACC,5.605189800262451,-0.16678600013256073,205
302109,Fishermans Airfield,closed,Daugo Island,PG,DGG,-9.5128,147.0505,24
2091,Tamale Airport,medium_airport,Tamale,GH,TML,9.55718994140625,-0.8632140159606934,553
317274,Dandugama Seaplane Base,seaplane_base,Colombo,LK,DGM,7.1079,79.8721,0
2093,Kumasi Airport,medium_airport,Kumasi,GH,KMS,6.714560031890869,-1.5908199548721313,942
2094,Sunyani Airport,medium_airport,Sunyani,GH,NYI,7.361830234527588,-2.3287599086761475,1014
2095,Takoradi Airport,medium_airport,Sekondi-Takoradi,GH,TKD,4.896059989929199,-1.7747600078582764,21
330380,Dalnegorsk Airport,small_airport,Dalnegorsk,RU,DHG,44.558748,135.490005,833
323785,Aboisso Airport,small_airport,Aboisso,CI,ABO,5.461944,-3.234722,95
2096,Port Bouet Airport,medium_airport,Abidjan,CI,ABJ,5.261390209197998,-3.9262900352478027,21
32098,Abengourou Airport,small_airport,Abengourou,CI,OGO,6.715559959411621,-3.4702799320220947,676
30805,Boundiali Airport,small_airport,Boundiali,CI,BXI,9.532999992370605,-6.4670000076293945,1286
2097,Bouaké Airport,medium_airport,,CI,BYK,7.738800048828125,-5.073669910430908,1230
30790,Bouna Airport,small_airport,Bouna,CI,BQO,9.27750015258789,-3.025279998779297,1148
30692,Soko Airport,small_airport,Bondoukou,CI,BDK,8.017219543457031,-2.7619400024414062,1247
30918,Dimbokro Airport,small_airport,Dimbokro,CI,DIM,6.651669979095459,-4.640560150146484,344
2098,Daloa Airport,medium_airport,,CI,DJO,6.792809963226318,-6.473189830780029,823
31125,Ferkessedougou Airport,small_airport,Ferkessedougou,CI,FEK,9.6,-5.1833333,1102
31527,Gagnoa Airport,small_airport,Gagnoa,CI,GGN,6.132999897003174,-5.949999809265137,732
31528,Guiglo Airport,small_airport,Guiglo,CI,GGO,6.534711,-7.526847,722
30917,Nero-Mer Airport,small_airport,Grand-Béréby,CI,BBV,4.64341306686,-6.923961639400001,20
2099,Korhogo Airport,medium_airport,Korhogo,CI,HGO,9.38718032837,-5.55666017532,1214
2100,Man Airport,medium_airport,,CI,MJC,7.272069931030273,-7.58735990524292,1089
31742,Odienne Airport,small_airport,Odienne,CI,KEO,9.5,-7.566999912261963,1365
32095,Ouango Fitini Airport,small_airport,Ouango Fitini,CI,OFI,9.600000381469727,-4.050000190734863,974
32280,Seguela Airport,small_airport,Seguela,CI,SEO,7.968329906463623,-6.710830211639404,1056
2101,San Pedro Airport,medium_airport,,CI,SPY,4.746719837188721,-6.660820007324219,26
32750,Sassandra Airport,small_airport,Sassandra,CI,ZSS,4.928329944610596,-6.132780075073242,203
28483,Tabou Airport,small_airport,Tabou,CI,TXU,4.437809467315674,-7.362728118896484,39
316459,Mahana Airport,small_airport,Touba,CI,TOZ,8.2934,-7.674,1583
317279,Mawella Lagoon Seaplane Base,seaplane_base,Dickwella,LK,DIW,5.990192,80.733129,16
2102,Yamoussoukro Airport,medium_airport,Yamoussoukro,CI,ASK,6.9031701088,-5.36558008194,699
330383,Dalnerechensk Airport,small_airport,Dalnerechensk,RU,DLR,45.8783,133.7363,272
4971,Katsina Airport,small_airport,Katsina,NG,DKA,13.007800102200001,7.660449981689999,1660
2104,Nnamdi Azikiwe International Airport,large_airport,Abuja,NG,ABV,9.006790161132812,7.263169765472412,1123
309668,Akwa Ibom International Airport,large_airport,Uyo,NG,QUO,4.8725,8.093,170
2105,Akure Airport,medium_airport,Akure,NG,AKR,7.246739864349365,5.3010101318359375,1100
300781,Asaba International Airport,medium_airport,Asaba,NG,ABB,6.204167,6.665278,305
323056,Sir Abubakar Tafawa Balewa International Airport,medium_airport,Bauchi,NG,BCU,10.482833,9.744,1965
2106,Benin Airport,medium_airport,Benin,NG,BNI,6.316979885101318,5.5995001792907715,258
2107,Margaret Ekpo International Airport,medium_airport,Calabar,NG,CBQ,4.976019859313965,8.347200393676758,210
2108,Akanu Ibiam International Airport,medium_airport,Enegu,NG,ENU,6.474269866943359,7.561960220336914,466
2110,Ibadan Airport,medium_airport,Ibadan,NG,IBA,7.362460136413574,3.97832989692688,725
2111,Ilorin International Airport,medium_airport,Ilorin,NG,ILR,8.440210342407227,4.493919849395752,1126
2112,Sam Mbakwe International Airport,medium_airport,Owerri,NG,QOW,5.427060127258301,7.206029891967773,373
2113,Yakubu Gowon Airport,medium_airport,Jos,NG,JOS,9.639829635620117,8.869050025939941,4232
2114,Kaduna Airport,medium_airport,Kaduna,NG,KAD,10.696000099182129,7.320109844207764,2073
2115,Mallam Aminu International Airport,large_airport,Kano,NG,KAN,12.0476,8.52462,1562
2116,Maiduguri International Airport,medium_airport,Maiduguri,NG,MIU,11.855299949645996,13.080900192260742,1099
2117,Makurdi Airport,medium_airport,Makurdi,NG,MDI,7.70388,8.61394,371
2118,Murtala Muhammed International Airport,large_airport,Lagos,NG,LOS,6.5773701667785645,3.321160078048706,135
2119,Minna Airport,medium_airport,Minna,NG,MXJ,9.652170181274414,6.462259769439697,834
2120,Port Harcourt International Airport,medium_airport,Port Harcourt,NG,PHC,5.0154900550842285,6.94959020614624,87
2121,Sadiq Abubakar III International Airport,medium_airport,Sokoto,NG,SKO,12.916299819946289,5.207190036773682,1010
2122,Yola Airport,medium_airport,Yola,NG,YOL,9.257550239562988,12.430399894714355,599
2123,Zaria Airport,medium_airport,Zaria,NG,ZAR,11.1302,7.68581,2170
308061,Dorobisoro Airport,small_airport,Dorobisoro,PG,DOO,-9.461855,147.920907,1767
312960,Dios Airport,closed,Dios,PG,DOS,-5.5609,154.9616,335
302542,Deer Park Airport,closed,Deer Park,US,DPK,40.76,-73.31,75
315624,Deputatskiy Airport,small_airport,Deputatskiy,RU,DPT,69.392503,139.890012,950
312809,Dumpu Airport,closed,Dumpu,PG,DPU,-5.858,145.705,870
300323,Saertu Airport,small_airport,Daqing Shi,CN,DQA,46.7463888889,125.140555556,496
2124,Maradi Airport,medium_airport,Maradi,NE,MFQ,13.5024995803833,7.1267499923706055,1240
2125,Diori Hamani International Airport,large_airport,Niamey,NE,NIM,13.4815,2.18361,732
2126,Tahoua Airport,medium_airport,Tahoua,NE,THZ,14.875699996948242,5.265359878540039,1266
2127,Mano Dayak International Airport,medium_airport,Agadez,NE,AJY,16.965999603271484,8.000109672546387,1657
42443,Arlit Airport,small_airport,Arlit,NE,RLT,18.7903995514,7.36595010757,1443
2130,Zinder Airport,medium_airport,Zinder,NE,ZND,13.779000282287598,8.983759880065918,1516
302475,Dilasag Airport,small_airport,Dilasag,PH,DSG,16.445833333299998,122.206805556,60
2131,Tabarka 7 Novembre Airport,medium_airport,Tabarka,TN,TBJ,36.97999954223633,8.87693977355957,230
2132,Monastir Habib Bourguiba International Airport,medium_airport,Monastir,TN,MIR,35.75809860229492,10.75469970703125,9
2133,Tunis Carthage International Airport,large_airport,Tunis,TN,TUN,36.85100173950195,10.22719955444336,22
2136,Gafsa Ksar International Airport,medium_airport,Gafsa,TN,GAF,34.422000885009766,8.822500228881836,1060
2137,Gabès Matmata International Airport,medium_airport,Gabès,TN,GAE,33.87689971923828,10.103300094604492,26
2139,Djerba Zarzis International Airport,medium_airport,Djerba,TN,DJE,33.875,10.775500297546387,19
2140,El Borma Airport,medium_airport,El Borma,TN,EBM,31.704299926757812,9.254619598388672,827
2141,Sfax Thyna International Airport,medium_airport,Sfax,TN,SFA,34.71799850463867,10.690999984741211,85
2142,Tozeur Nefta International Airport,medium_airport,Tozeur,TN,TOE,33.939701080322266,8.110560417175293,287
318121,Andavadoaka Airport,small_airport,Andavadoaka,MG,DVD,-22.06608,43.259573,30
318125,Diyawanna Oya Seaplane Base,seaplane_base,Kotte,LK,DWO,6.906585,79.909,10
300672,Dywer Airbase,small_airport,Camp Dwyer,AF,DWR,31,64,2380
302473,Lake Buena Vista STOLport,closed,Walt Disney World,US,DWS,28.3994444444,-81.5712777778,94
2143,Niamtougou International Airport,medium_airport,Niamtougou,TG,LRL,9.767330169677734,1.091249942779541,1515
2144,Lomé-Tokoin Airport,medium_airport,Lomé,TG,LFW,6.165609836578369,1.2545100450515747,72
302489,Elenak Airport,small_airport,Mejato Island,MH,EAL,9.319305555560002,166.847777778,16
2152,Antwerp International Airport (Deurne),medium_airport,Antwerp,BE,ANR,51.1893997192,4.46027994156,39
2155,Brussels Airport,large_airport,Brussels,BE,BRU,50.901401519800004,4.48443984985,184
2157,Brussels South Charleroi Airport,large_airport,Brussels,BE,CRL,50.459202,4.45382,614
2161,Wevelgem Airport,medium_airport,Wevelgem,BE,KJK,50.817199707,3.20472002029,64
2162,Liège Airport,large_airport,Liège,BE,LGG,50.63740158081055,5.443220138549805,659
312833,Ebon Airport,small_airport,Ebon Atoll,MH,EBO,4.5982,168.752,8
2163,Ostend-Bruges International Airport,medium_airport,Ostend,BE,OST,51.198898315399994,2.8622200489,13
2169,Zoersel (Oostmalle) Airfield,small_airport,Zoersel,BE,OBL,51.264702,4.75333,53
41594,Méndez Airport,small_airport,Santiago de Méndez,EC,MZD,-2.733330011367798,-78.31670379638672,1770
317873,Edna Bay Seaplane Base,seaplane_base,Edna Bay,US,EDA,55.949653,-133.661012,0
2184,Altenburg-Nobitz Airport,medium_airport,Altenburg,DE,AOC,50.981945,12.506389,640
2187,Heringsdorf Airport,medium_airport,Heringsdorf,DE,HDF,53.8787002563,14.152299881,93
2191,Riesa-Göhlis Airport,small_airport,Riesa,DE,IES,51.2936096191,13.3561105728,322
2193,Rechlin-Lärz Airport,small_airport,Lärz,DE,REB,53.306388855,12.7522220612,220
28546,Cochstedt Airport,small_airport,Magdeburg,DE,CSO,51.8563995361,11.42029953,594
2196,Barth Airport,small_airport,,DE,BBH,54.338253,12.710515,23
2199,"Magdeburg ""City"" Airport",medium_airport,Magdeburg,DE,ZMG,52.073612,11.626389,259
2743,Neubrandenburg Airport,medium_airport,Neubrandenburg,DE,FNB,53.6022,13.306,228
2204,Cottbus-Drewitz Airport,medium_airport,Cottbus,DE,CBU,51.889442,14.531944,272
28584,Flugplatz Güttin / Rügen,small_airport,Rügen,DE,GTI,54.383331,13.325556,69
28622,Köthen Airport,small_airport,Köthen,DE,KOQ,51.7211112976,11.952777862500001,305
2207,Peenemünde Airport,small_airport,Peenemünde,DE,PEF,54.1577796936,13.774443626399998,7
2209,Berlin-Schönefeld Airport,large_airport,Berlin,DE,SXF,52.380001,13.5225,157
2210,Dresden Airport,large_airport,Dresden,DE,DRS,51.1328010559082,13.767200469970703,755
2211,Erfurt Airport,medium_airport,Erfurt,DE,ERF,50.979801177978516,10.958100318908691,1036
2212,Frankfurt am Main Airport,large_airport,Frankfurt am Main,DE,FRA,50.033333,8.570556,364
2213,Münster Osnabrück Airport,large_airport,Münster,DE,FMO,52.134601593,7.68483018875,160
2214,Hamburg Airport,large_airport,Hamburg,DE,HAM,53.630401611328,9.9882297515869,53
2215,Berlin-Tempelhof International Airport,closed,Berlin,DE,THF,52.472999572753906,13.403900146484375,167
2216,Cologne Bonn Airport,large_airport,Cologne,DE,CGN,50.8658981323,7.1427397728,302
2217,Düsseldorf Airport,large_airport,Düsseldorf,DE,DUS,51.289501,6.76678,147
2218,Munich Airport,large_airport,Munich,DE,MUC,48.353802,11.7861,1487
2219,Nuremberg Airport,large_airport,Nuremberg,DE,NUE,49.498699,11.078056,1046
2220,Leipzig/Halle Airport,large_airport,Leipzig,DE,LEJ,51.423889,12.236389,465
2221,Saarbrücken Airport,medium_airport,Saarbrücken,DE,SCN,49.214599609400004,7.10950994492,1058
2222,Stuttgart Airport,large_airport,Stuttgart,DE,STR,48.689899444599995,9.22196006775,1276
2223,Berlin-Tegel Airport,large_airport,Berlin,DE,TXL,52.5597,13.2877,122
2224,Hannover Airport,large_airport,Hannover,DE,HAJ,52.461101532,9.685079574580001,183
2225,Bremen Airport,large_airport,Bremen,DE,BRE,53.0475006104,8.78666973114,14
2227,Frankfurt-Hahn Airport,medium_airport,Frankfurt am Main,DE,HHN,49.9487,7.26389,1649
2228,Mannheim-City Airport,medium_airport,Mannheim,DE,MHG,49.473057,8.514167,308
2232,Eisenach-Kindel Airport,medium_airport,Eisenach,DE,EIB,50.991604,10.47973,1112
2233,Siegerland Airport,medium_airport,,DE,SGE,50.707698822021484,8.082969665527344,1966
2234,Hamburg-Finkenwerder Airport,medium_airport,Hamburg,DE,XFW,53.5352783203125,9.835556030273438,23
2235,Kiel-Holtenau Airport,medium_airport,Kiel,DE,KEL,54.37944412231445,10.145277976989746,102
2236,Lübeck Blankensee Airport,medium_airport,Lübeck,DE,LBC,53.8054008484,10.7192001343,53
28662,Neumünster Airport,small_airport,Neumünster,DE,EUM,54.079444885253906,9.941389083862305,72
2237,Memmingen Allgau Airport,medium_airport,Memmingen,DE,FMM,47.988800048799995,10.2395000458,2077
28490,Aachen-Merzbrück Airport,small_airport,Aachen,DE,AAH,50.823055267333984,6.186388969421387,623
28532,Bonn-Hangelar Airport,small_airport,Bonn,DE,BNJ,50.7688903809,7.16333293915,197
2241,Essen Mulheim Airport,small_airport,,DE,ESS,51.40230178833008,6.9373297691345215,424
2242,Bielefeld Airport,small_airport,Bielefeld,DE,BFE,51.964722,8.544444,454
2243,Mönchengladbach Airport,medium_airport,Mönchengladbach,DE,MGL,51.230278,6.504444,125
2244,Paderborn Lippstadt Airport,medium_airport,Paderborn,DE,PAD,51.614101409899995,8.616319656369999,699
2246,Weeze Airport,medium_airport,Weeze,DE,NRN,51.6024017334,6.14216995239,106
